example_id                                                            | status  | run_time               |
./spec/integration/aws_iam_instance_profile_spec.rb[1:1:1:2:1]        | passed  | 2.42 seconds           |
./spec/integration/aws_iam_instance_profile_spec.rb[1:1:1:2:2:1]      | passed  | 2.28 seconds           |
./spec/integration/aws_iam_instance_profile_spec.rb[1:1:1:2:2:2]      | passed  | 2.23 seconds           |
./spec/integration/aws_iam_instance_profile_spec.rb[1:1:1:2:2:3:1]    | passed  | 3.59 seconds           |
./spec/integration/aws_iam_role_spec.rb[1:1:1:1]                      | passed  | 1.03 seconds           |
./spec/integration/aws_iam_role_spec.rb[1:1:1:2]                      | passed  | 2.05 seconds           |
./spec/integration/aws_iam_role_spec.rb[1:1:1:3:1]                    | passed  | 2.99 seconds           |
./spec/integration/aws_iam_role_spec.rb[1:1:1:3:2]                    | passed  | 2.14 seconds           |
./spec/integration/aws_iam_role_spec.rb[1:1:1:3:3]                    | passed  | 1.66 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:1]              | passed  | 1.18 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:2]              | passed  | 2.58 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:3:1]            | passed  | 2.31 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:4:1]            | passed  | 0.98383 seconds        |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:5:1]            | passed  | 1.35 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:5:2:1]          | passed  | 4.82 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:5:3:1]          | passed  | 1.5 seconds            |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:5:3:2]          | passed  | 1.95 seconds           |
./spec/integration/aws_internet_gateway_spec.rb[1:1:1:5:4:1]          | passed  | 4.33 seconds           |
./spec/integration/aws_key_pair_spec.rb[1:1:1:1]                      | passed  | 1.68 seconds           |
./spec/integration/aws_launch_configuration_spec.rb[1:1:1:1]          | passed  | 22.62 seconds          |
./spec/integration/aws_launch_configuration_spec.rb[1:1:1:2]          | passed  | 21.86 seconds          |
./spec/integration/aws_launch_configuration_spec.rb[1:1:1:3]          | passed  | 22.12 seconds          |
./spec/integration/aws_nat_gateway_spec.rb[1:1:1:1:1]                 | passed  | 2 minutes 53 seconds   |
./spec/integration/aws_nat_gateway_spec.rb[1:1:1:2:1:1]               | passed  | 43.61 seconds          |
./spec/integration/aws_network_acl_spec.rb[1:1:1:1]                   | passed  | 2.35 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:2]                   | passed  | 2.92 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:3:1]                 | passed  | 2.32 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:4:1]                 | passed  | 1.64 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:5]                   | passed  | 2.62 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:6:1]                 | passed  | 1.53 seconds           |
./spec/integration/aws_network_acl_spec.rb[1:1:1:6:2]                 | passed  | 1.45 seconds           |
./spec/integration/aws_network_interface_spec.rb[1:1:1:1:1]           | unknown |                        |
./spec/integration/aws_network_interface_spec.rb[1:1:1:1:2]           | passed  | 3.12 seconds           |
./spec/integration/aws_network_interface_spec.rb[1:1:1:1:3:1]         | passed  | 1.86 seconds           |
./spec/integration/aws_network_interface_spec.rb[1:1:1:1:3:2]         | passed  | 1.63 seconds           |
./spec/integration/aws_rds_instance_spec.rb[1:1:1:1]                  | failed  | 2.21 seconds           |
./spec/integration/aws_rds_instance_spec.rb[1:1:1:2]                  | passed  | 34.67 seconds          |
./spec/integration/aws_rds_instance_spec.rb[1:1:1:3]                  | passed  | 49.53 seconds          |
./spec/integration/aws_rds_instance_spec.rb[1:1:1:4:1]                | passed  | 1.47 seconds           |
./spec/integration/aws_rds_instance_spec.rb[1:1:1:4:2]                | passed  | 1.58 seconds           |
./spec/integration/aws_rds_parameter_group_spec.rb[1:1:1:1]           | passed  | 2 minutes 10.5 seconds |
./spec/integration/aws_rds_parameter_group_spec.rb[1:1:1:2]           | passed  | 14.3 seconds           |
./spec/integration/aws_rds_parameter_group_spec.rb[1:1:1:3]           | passed  | 6.52 seconds           |
./spec/integration/aws_rds_parameter_group_spec.rb[1:1:1:4:1]         | passed  | 6.25 seconds           |
./spec/integration/aws_rds_subnet_group_spec.rb[1:1:1:1]              | passed  | 2.91 seconds           |
./spec/integration/aws_rds_subnet_group_spec.rb[1:1:1:2]              | passed  | 2.63 seconds           |
./spec/integration/aws_rds_subnet_group_spec.rb[1:1:1:3:1]            | passed  | 1.68 seconds           |
./spec/integration/aws_rds_subnet_group_spec.rb[1:1:1:3:2]            | passed  | 1.72 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:1:1]       | passed  | 1.33 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:1:2]       | passed  | 6.79 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:1:3]       | passed  | 0.00119 seconds        |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:1:4]       | passed  | 1.95 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:1:5]       | passed  | 1.84 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:1]       | passed  | 0.0362 seconds         |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:2]       | passed  | 0.03165 seconds        |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:3]       | passed  | 2.12 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:4]       | passed  | 1.52 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:5]       | passed  | 0.03268 seconds        |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:6]       | passed  | 3.04 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:7]       | passed  | 2.21 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:8]       | passed  | 2.13 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:9]       | passed  | 1.54 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:10]      | passed  | 1.37 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:11:1]    | passed  | 1.45 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:11:2]    | passed  | 0.0014 seconds         |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:11:3]    | passed  | 0.03327 seconds        |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:1]    | passed  | 1.88 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:2]    | passed  | 1.86 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:3]    | passed  | 1.53 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:4]    | passed  | 2.3 seconds            |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:5]    | passed  | 2.5 seconds            |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:6]    | passed  | 2.53 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:7]    | passed  | 2.02 seconds           |
./spec/integration/aws_route53_hosted_zone_spec.rb[1:1:1:1:2:12:8]    | passed  | 2.82 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:1]                   | passed  | 1.56 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:2]                   | passed  | 2.14 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:3]                   | passed  | 3.73 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:4:1]                 | passed  | 2.46 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:5:1]                 | passed  | 2.3 seconds            |
./spec/integration/aws_route_table_spec.rb[1:1:1:6:1]                 | unknown |                        |
./spec/integration/aws_route_table_spec.rb[1:1:1:7]                   | passed  | 1.96 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:8:1]                 | passed  | 1.33 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:1:8:2]                 | passed  | 1.22 seconds           |
./spec/integration/aws_route_table_spec.rb[1:1:2:1]                   | passed  | 4.09 seconds           |
./spec/integration/aws_s3_bucket_spec.rb[1:1:1:1]                     | passed  | 1.49 seconds           |
./spec/integration/aws_s3_bucket_spec.rb[1:1:1:2]                     | passed  | 2.31 seconds           |
./spec/integration/aws_s3_bucket_spec.rb[1:1:1:3:1]                   | passed  | 0.91834 seconds        |
./spec/integration/aws_s3_bucket_spec.rb[1:1:1:3:2]                   | pending | 0.97497 seconds        |
./spec/integration/aws_s3_bucket_spec.rb[1:1:2:1]                     | passed  | 1.76 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:1:1]                | passed  | 2.37 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:1:2]                | passed  | 5.89 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:1:3]                | passed  | 0.29645 seconds        |
./spec/integration/aws_security_group_spec.rb[1:1:1:4]                | passed  | 3.1 seconds            |
./spec/integration/aws_security_group_spec.rb[1:1:1:5:1]              | passed  | 2.04 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:1:5:2]              | passed  | 3.35 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:2:1]                | passed  | 2.85 seconds           |
./spec/integration/aws_security_group_spec.rb[1:1:2:2]                | passed  | 41.16 seconds          |
./spec/integration/aws_security_group_spec.rb[1:1:2:3]                | passed  | 38.86 seconds          |
./spec/integration/aws_security_group_spec.rb[1:1:3:1]                | passed  | 0.12059 seconds        |
./spec/integration/aws_security_group_spec.rb[1:1:3:2]                | passed  | 1.29 seconds           |
./spec/integration/aws_server_certificate_spec.rb[1:1:1:1]            | passed  | 1.15 seconds           |
./spec/integration/aws_server_certificate_spec.rb[1:1:1:2]            | passed  | 0.75483 seconds        |
./spec/integration/aws_subnet_spec.rb[1:1:1:1]                        | passed  | 2.87 seconds           |
./spec/integration/aws_subnet_spec.rb[1:1:1:2]                        | passed  | 7 seconds              |
./spec/integration/aws_subnet_spec.rb[1:1:1:3]                        | passed  | 3.43 seconds           |
./spec/integration/aws_subnet_spec.rb[1:1:1:4:1]                      | passed  | 1.07 seconds           |
./spec/integration/aws_subnet_spec.rb[1:1:1:4:2]                      | passed  | 1.26 seconds           |
./spec/integration/aws_vpc_peering_connection_spec.rb[1:1:1:1]        | passed  | 0.06256 seconds        |
./spec/integration/aws_vpc_peering_connection_spec.rb[1:1:1:2]        | passed  | 2.25 seconds           |
./spec/integration/aws_vpc_peering_connection_spec.rb[1:1:1:3]        | passed  | 3.54 seconds           |
./spec/integration/aws_vpc_peering_connection_spec.rb[1:1:1:4]        | passed  | 2.02 seconds           |
./spec/integration/aws_vpc_peering_connection_spec.rb[1:1:1:5]        | passed  | 0.87157 seconds        |
./spec/integration/aws_vpc_spec.rb[1:1:1:1:1]                         | passed  | 3.59 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:1:2]                         | passed  | 3.44 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:1:3]                         | passed  | 8.68 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:2:1:1]                       | passed  | 2.88 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:3]                           | passed  | 3.2 seconds            |
./spec/integration/aws_vpc_spec.rb[1:1:1:4:1]                         | passed  | 1.03 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:4:2]                         | passed  | 1.07 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:5]                           | passed  | 0.03087 seconds        |
./spec/integration/aws_vpc_spec.rb[1:1:1:6:1]                         | passed  | 1.98 seconds           |
./spec/integration/aws_vpc_spec.rb[1:1:1:7:1]                         | passed  | 58.26 seconds          |
./spec/integration/load_balancer_spec.rb[1:1:1:1:1]                   | passed  | 3 minutes 49.8 seconds |
./spec/integration/load_balancer_spec.rb[1:1:1:1:2]                   | passed  | 7.46 seconds           |
./spec/integration/load_balancer_spec.rb[1:1:1:1:3:1]                 | passed  | 1.59 seconds           |
./spec/integration/machine_batch_spec.rb[1:1:1:1]                     | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:1]                     | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:2:1]                   | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:2:2]                   | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:3]                     | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:4:1]                   | unknown |                        |
./spec/integration/machine_image_spec.rb[1:1:1:4:2]                   | unknown |                        |
./spec/integration/machine_spec.rb[1:1:1:1]                           | passed  | 15.81 seconds          |
./spec/integration/machine_spec.rb[1:1:1:2]                           | passed  | 31.74 seconds          |
./spec/integration/machine_spec.rb[1:1:1:3]                           | failed  | 1.04 seconds           |
./spec/integration/machine_spec.rb[1:1:1:4]                           | failed  | 49.06 seconds          |
./spec/integration/machine_spec.rb[1:1:1:5]                           | failed  | 37.79 seconds          |
./spec/integration/machine_spec.rb[1:1:1:6]                           | failed  | 47.97 seconds          |
./spec/integration/machine_spec.rb[1:1:1:7]                           | passed  | 1 minute 4.3 seconds   |
./spec/integration/machine_spec.rb[1:1:1:8]                           | failed  | 0.99452 seconds        |
./spec/integration/machine_spec.rb[1:1:1:9]                           | failed  | 1.13 seconds           |
./spec/integration/machine_spec.rb[1:1:1:10:1]                        | failed  | 0.20056 seconds        |
./spec/integration/machine_spec.rb[1:1:1:11:1]                        | passed  | 1 minute 25.95 seconds |
./spec/integration/machine_spec.rb[1:1:1:11:2]                        | passed  | 37.36 seconds          |
./spec/integration/machine_spec.rb[1:1:1:12]                          | failed  | 50.05 seconds          |
./spec/integration/machine_spec.rb[1:1:1:13:1]                        | passed  | 1 minute 16.77 seconds |
./spec/integration/machine_spec.rb[1:1:1:13:2]                        | passed  | 24.02 seconds          |
./spec/integration/machine_spec.rb[1:1:1:14]                          | passed  | 0.04802 seconds        |
./spec/integration/machine_spec.rb[1:1:1:15]                          | passed  | 56.98 seconds          |
./spec/integration/machine_spec.rb[1:1:1:16]                          | passed  | 12.99 seconds          |
./spec/integration/machine_spec.rb[1:1:1:17:1]                        | passed  | 49.34 seconds          |
./spec/integration/machine_spec.rb[1:1:1:17:2]                        | passed  | 49.38 seconds          |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:1:1] | passed  | 0.01546 seconds        |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:1:2] | passed  | 0.00158 seconds        |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:2:1] | passed  | 0.00138 seconds        |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:2:2] | passed  | 0.00105 seconds        |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:3:1] | passed  | 0.00099 seconds        |
./spec/unit/chef/provisioning/aws_driver/credentials_spec.rb[1:1:3:2] | passed  | 0.00091 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:1:1]      | passed  | 0.00139 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:2:1]      | passed  | 0.00088 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:3:1]      | passed  | 0.0009 seconds         |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:4:1]      | passed  | 0.00083 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:5:1:1]    | passed  | 0.00112 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:5:2:1]    | passed  | 0.00091 seconds        |
./spec/unit/chef/provisioning/aws_driver/driver_spec.rb[1:1:5:3:1]    | passed  | 0.00094 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[1:1]         | pending | 0.00002 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[1:2]         | pending | 0 seconds              |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:1]         | passed  | 0.00038 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:2]         | passed  | 0.00039 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:3:1]       | passed  | 0.0021 seconds         |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:3:2]       | passed  | 0.00033 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:3:3]       | passed  | 0.00025 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:3:4]       | passed  | 0.00025 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:3:5]       | passed  | 0.00041 seconds        |
./spec/unit/chef/provisioning/aws_driver/route53_spec.rb[2:4:1]       | passed  | 0.00063 seconds        |
